================================================================================
MEGA-SENA - JOGOS COM PARAMETROS IDEAIS
================================================================================

Criterios:
  - Soma entre 132 e 234 (faixa de 80% dos sorteios)
  - Entre 2 e 4 numeros pares (79% dos sorteios)

Total de jogos ideais: 395
Custo: R$ 1975.00

================================================================================
LISTA DE JOGOS
================================================================================

001. 04 - 09 - 15 - 16 - 37 - 51 | Soma: 132 | 2P/4I
002. 04 - 09 - 15 - 16 - 37 - 54 | Soma: 135 | 3P/3I
003. 04 - 09 - 15 - 16 - 38 - 51 | Soma: 133 | 3P/3I
004. 04 - 09 - 15 - 16 - 38 - 54 | Soma: 136 | 4P/2I
005. 04 - 09 - 15 - 16 - 40 - 51 | Soma: 135 | 3P/3I
006. 04 - 09 - 15 - 16 - 40 - 54 | Soma: 138 | 4P/2I
007. 04 - 09 - 15 - 16 - 43 - 51 | Soma: 138 | 2P/4I
008. 04 - 09 - 15 - 16 - 43 - 54 | Soma: 141 | 3P/3I
009. 04 - 09 - 15 - 16 - 51 - 54 | Soma: 149 | 3P/3I
010. 04 - 09 - 15 - 27 - 37 - 40 | Soma: 132 | 2P/4I
011. 04 - 09 - 15 - 27 - 37 - 54 | Soma: 146 | 2P/4I
012. 04 - 09 - 15 - 27 - 38 - 40 | Soma: 133 | 3P/3I
013. 04 - 09 - 15 - 27 - 38 - 43 | Soma: 136 | 2P/4I
014. 04 - 09 - 15 - 27 - 38 - 51 | Soma: 144 | 2P/4I
015. 04 - 09 - 15 - 27 - 38 - 54 | Soma: 147 | 3P/3I
016. 04 - 09 - 15 - 27 - 40 - 43 | Soma: 138 | 2P/4I
017. 04 - 09 - 15 - 27 - 40 - 51 | Soma: 146 | 2P/4I
018. 04 - 09 - 15 - 27 - 40 - 54 | Soma: 149 | 3P/3I
019. 04 - 09 - 15 - 27 - 43 - 54 | Soma: 152 | 2P/4I
020. 04 - 09 - 15 - 27 - 51 - 54 | Soma: 160 | 2P/4I
021. 04 - 09 - 15 - 37 - 38 - 40 | Soma: 143 | 3P/3I
022. 04 - 09 - 15 - 37 - 38 - 43 | Soma: 146 | 2P/4I
023. 04 - 09 - 15 - 37 - 38 - 51 | Soma: 154 | 2P/4I
024. 04 - 09 - 15 - 37 - 38 - 54 | Soma: 157 | 3P/3I
025. 04 - 09 - 15 - 37 - 40 - 43 | Soma: 148 | 2P/4I
026. 04 - 09 - 15 - 37 - 40 - 51 | Soma: 156 | 2P/4I
027. 04 - 09 - 15 - 37 - 40 - 54 | Soma: 159 | 3P/3I
028. 04 - 09 - 15 - 37 - 43 - 54 | Soma: 162 | 2P/4I
029. 04 - 09 - 15 - 37 - 51 - 54 | Soma: 170 | 2P/4I
030. 04 - 09 - 15 - 38 - 40 - 43 | Soma: 149 | 3P/3I
031. 04 - 09 - 15 - 38 - 40 - 51 | Soma: 157 | 3P/3I
032. 04 - 09 - 15 - 38 - 40 - 54 | Soma: 160 | 4P/2I
033. 04 - 09 - 15 - 38 - 43 - 51 | Soma: 160 | 2P/4I
034. 04 - 09 - 15 - 38 - 43 - 54 | Soma: 163 | 3P/3I
035. 04 - 09 - 15 - 38 - 51 - 54 | Soma: 171 | 3P/3I
036. 04 - 09 - 15 - 40 - 43 - 51 | Soma: 162 | 2P/4I
037. 04 - 09 - 15 - 40 - 43 - 54 | Soma: 165 | 3P/3I
038. 04 - 09 - 15 - 40 - 51 - 54 | Soma: 173 | 3P/3I
039. 04 - 09 - 15 - 43 - 51 - 54 | Soma: 176 | 2P/4I
040. 04 - 09 - 16 - 27 - 37 - 40 | Soma: 133 | 3P/3I
041. 04 - 09 - 16 - 27 - 37 - 43 | Soma: 136 | 2P/4I
042. 04 - 09 - 16 - 27 - 37 - 51 | Soma: 144 | 2P/4I
043. 04 - 09 - 16 - 27 - 37 - 54 | Soma: 147 | 3P/3I
044. 04 - 09 - 16 - 27 - 38 - 40 | Soma: 134 | 4P/2I
045. 04 - 09 - 16 - 27 - 38 - 43 | Soma: 137 | 3P/3I
046. 04 - 09 - 16 - 27 - 38 - 51 | Soma: 145 | 3P/3I
047. 04 - 09 - 16 - 27 - 38 - 54 | Soma: 148 | 4P/2I
048. 04 - 09 - 16 - 27 - 40 - 43 | Soma: 139 | 3P/3I
